id,target
387,109504.51317951633
388,124737.2641606399
389,159758.03278357725
390,187250.15803200094
391,176504.36151448204
392,146210.71521787278
393,130173.57255413839
394,144156.2129760728
395,121209.5354920132
396,151209.80980588472
397,221950.2656746917
398,201231.04054218577
399,116884.7401034458
400,106243.62058493143
401,152595.7987445592
402,142524.50939258552
403,233845.4100130498
404,135662.93821375893
405,274305.80513681547
406,245865.53053137596
407,367576.5297713431
408,187714.0663166257
409,151916.27119335023
410,212594.3976306377
411,107051.08732006398
412,100989.82000926274
413,349462.73359862814
414,219621.9255400856
415,111709.1861924968
416,120928.71982157983
417,276875.97053888155
418,139021.2858454161
419,147964.59783002647
420,263609.8542449313
421,125586.8361762698
422,213309.4437146893
423,161803.85425041078
424,150056.01892588503
425,281298.6156035213
426,325910.86292905366
427,255220.62110842695
428,212062.02957090279
429,197985.8565300422
430,182818.28878872006
431,91741.92437742099
432,318000.79238052835
433,200817.0263958071
434,338707.5227105414
435,241366.47086104617
436,223196.99829311259
437,204762.49597874435
438,401973.7284723989
439,162603.94507162456
440,191722.9462938213
441,196830.8620398777
442,126232.3809743341
443,323936.8267208435
444,197904.45350250587
445,200354.33248758435
446,152711.47913013442
447,363951.3511541824
448,171589.2405597811
449,155360.0304883672
450,181388.31575424087
451,219693.94343338234
452,198382.32845360728
453,313405.8075144107
454,174487.29306711387
455,183799.804507038
456,201452.58203347787
457,207255.5544504383
458,121295.43679909942
459,178313.37073474698
460,174945.97915800664
461,270926.84447306214
462,250764.86817076287
463,154654.98743854745
464,149507.45151494048
465,122750.55751354371
466,141371.58195115154
467,224469.11052556508
468,163101.4546620328
469,193575.70983647957
470,131289.9877305971
471,87381.0935464164
472,146699.64347760507
473,159040.97206266128
474,188442.4377140113
475,112733.39600426998
476,196613.0903201586
477,346612.62159262825
478,140606.70223868103
479,85501.37711310317
480,153949.3663525741
481,142125.26471900678
482,161184.86999793144
483,226405.03607039253
484,168825.94801622813
485,157231.09935647028
486,191387.69875347623
487,212759.65729936666
488,206634.03711204717
489,172876.0742374688
490,156125.33826926546
491,144630.43304481995
492,260876.56362555936
493,186999.96480741416
494,167566.06096369066
495,294972.99329541385
496,124874.15450803182
497,213352.5164434664
498,347818.2708266215
499,168906.17857541598
500,189808.37652235499
501,147342.20799247755
502,310385.85412966844
503,164157.17037218073
504,177885.62018306472
505,147108.53852465784
506,119313.23607183239
507,210892.73450773978
508,90599.17393180313
509,139093.61486735463
510,260445.48246513848
511,201121.86591084485
512,120553.95812633885
513,193859.8761350421
514,220347.2063658234
515,155896.36736847195
516,353416.0367711138
517,169758.05099211307
518,125696.42044877856
519,271670.6915872171
520,233426.49391998688
521,269733.5517717926
522,135643.4267310849
523,202199.10765380878
524,135542.50129442627
525,172643.53639080113
526,90007.86916780935
527,202135.957876733
528,104084.32506994942
529,143753.31159721434
530,121299.3743876551
531,218881.15273042853
532,297374.936130499
533,261243.00526791305
534,174664.7182936088
535,121170.11281915093
536,169516.66327332077
537,229426.5992756101
538,206712.73268376457
539,278982.71483589534
540,151568.4921725258
541,198729.71916074725
542,174140.5744085423
543,200744.59821787733
544,113376.21483519046
545,144993.604194488
546,195514.99583877166
547,258145.1922962504
548,252761.16240207362
549,140900.30165612348
550,184772.952431335
551,330521.1658728528
552,223603.6484094146
553,143575.74093929748
554,131172.73249449534
555,146498.05823586835
556,262122.89809678955
557,149432.08782879388
558,203661.76365384762
559,115371.15114378073
560,145895.42136866116
561,96427.27512189903
562,198486.6807871853
563,267587.6542604219
564,301469.76345721603
565,258368.43726946093
566,286748.9531143028
567,156901.37730571395
568,177220.38838742758
569,216396.62615498956
570,317408.2191110903
571,127190.77556306588
572,135760.75471644956
573,109319.56711077217
574,132777.32054233536
575,226522.64472402327
576,264044.3869257207
577,142750.73486614856
578,144319.61148522896
579,112853.30405931
580,145934.24971821596
581,155262.55031104523
582,118628.987761481
583,199967.7809051562
584,112677.57821477942
585,228859.5119909661
586,269482.66496279987
587,167929.747737037
588,231665.16123163284
589,200580.94147950454
590,122802.00845274718
591,137299.5779763822
592,82510.60794936924
593,158432.06530515137
594,121464.26192056994
595,105369.21655139938
596,151045.0214287813
597,116391.74642771695
598,134746.70714148588
599,124449.1907685105
600,234872.61300353095
601,194490.53640578114
602,167394.70499456112
603,132202.8150602817
604,289044.2810100996
605,100397.62526581899
606,208958.03864625466
607,106802.74899310789
608,178514.90555550074
609,270343.73018760915
610,201650.61624909184
611,264159.8937849534
612,98600.74311720424
613,215554.17901478897
614,86535.43324832527
615,396216.19468834327
616,296177.4219272098
617,179794.3472373322
618,180268.45659258636
619,340397.1167052657
620,269244.24507424724
621,161264.43571255947
622,145241.486936696
623,320236.26374015596
624,136381.33308724497
625,136720.0719722321
626,125679.28740928016
627,169449.27346099404
628,191035.19802412982
629,233131.54431379985
630,104846.25003579163
631,409928.2242566416
632,267587.6542604219
633,217386.1009798324
634,129095.18407628227
635,125574.36502829254
636,160786.0511404725
637,232916.16764256163
638,144326.2591242016
639,209642.14583407916
640,83252.48599918772
641,203219.78058313692
642,120265.61059236844
643,143265.12435007337
644,264033.8231024344
645,255988.24217327492
646,130252.16202890998
647,422914.9489049237
648,138536.09722087838
649,106140.81844126813
650,141233.33492107617
651,138414.9803602297
652,246101.9448121649
653,90847.69874886138
654,279969.7675201683
655,197922.56249092656
656,161262.46867379674
657,166056.48831285813
658,447310.5304960765
659,220193.7680090998
660,116137.16166516414
661,144215.1322173485
662,198590.1309032298
663,231906.82039286944
664,212053.3681693071
665,480129.17677426396
666,125879.54200259171
667,224005.1854827516
668,187121.68656323632
669,125681.86477021886
670,255801.58479215673
671,107876.50185886624
672,155741.07102848217
673,260114.14599938283
674,198112.48574962144
675,170890.05207267276
676,283862.0915168099
677,227115.20414830718
678,114682.85592731995
679,276627.7250369206
680,164061.94318383606
681,135218.3491884407
682,152523.5784645048
683,171036.00135137353
684,138600.80343541922
685,150183.00208846276
686,244430.06007103322
687,140902.9670851129
688,231391.60591985055
689,177087.55685070157
690,216391.85028006177
691,200798.24316741954
692,205599.8533024129
693,126522.25880995803
694,299733.06159889675
695,203757.27933270356
696,135455.37767672373
697,180281.79808355635
698,138458.34691119762
699,176455.19921654716
700,343201.88214439957
701,195801.70355017952
702,177140.2088981248
703,141217.4622353765
704,340585.36612583837
705,216208.2444343713
706,106534.69802376199
707,124748.28217903872
708,351599.34272883914
709,169613.00286478488
710,200643.51819688818
711,162120.61800679148
712,120929.72640019674
713,120699.69986709376
714,158615.22768556155
715,301539.0448280175
716,168519.99134013976
717,156977.64479610397
718,189182.4930883156
719,162715.6512724591
720,124708.00476509776
721,147111.2971373977
722,180101.53601977395
723,168375.8630262001
724,176392.95952796208
725,140979.69595983962
726,112855.27732669408
727,101593.44920378711
728,144251.6015817492
729,202435.43079986837
730,194406.61109513987
731,176564.565112297
732,122204.12329549856
733,106126.82614415992
734,210716.11195875957
735,168773.53115913342
736,139007.9536769992
737,307284.66825575026
738,148306.80175924866
739,84793.41915595546
740,119590.11176482441
741,130411.0769402973
742,111654.4945989683
743,277379.24095256394
744,110369.07336463282
745,126825.82665330333
746,205470.26933463404
747,124132.56945561268
748,148833.49996865485
749,78087.7800787406
750,125865.0428804713
751,98322.29765876416
752,187581.49622831587
753,150726.7643390661
754,255104.410298175
755,133176.74229316105
756,119912.02236419755
757,276335.69693273236
758,156759.83965515773
759,225112.15000977603
760,152078.03998343777
761,179588.98125313423
762,181108.2945935901
763,226037.30986457792
764,150178.70892989446
765,250656.97709479413
766,209465.63024946142
767,154678.18430358137
768,218299.88255122802
769,277872.6240804229
770,186157.31777820596
771,158903.72079639972
772,211264.0477352803
773,128046.75776915599
774,139401.16597635808
775,125678.87724455983
776,120585.47952081753
777,221461.93539944352
778,261974.3381841635
779,146139.57608420638
780,141362.76516443663
781,125281.23919172908
782,264675.6573590419
783,177828.35366454878
784,198425.97048613246
785,81415.8717128024
786,145155.7092298646
787,215609.82676931523
788,162248.60044307643
789,202750.50925218707
790,96025.07959696032
791,120596.3096476949
792,157797.77845328036
793,133232.3618320778
794,134880.62253017255
795,292269.0248826996
796,106425.62362618698
797,88046.58368546778
798,97175.50370643559
799,333224.73634007346
800,120336.21028783437
801,130077.6566588608
802,142555.93485733971
803,90392.48613764519
804,205520.5085539432
805,93659.32378651023
806,128865.22438467779
807,202261.21825585805
808,194088.3587874349
809,155219.45282334913
810,244524.59442055595
811,119299.06324257966
812,141501.64244418722
813,295283.3090168718
814,221911.11581189046
815,294835.86621576356
816,208574.41079476717
817,189327.4565672239
818,201245.6546740397
819,228428.09222834045
820,241977.82551203916
821,136161.20708061426
822,129144.94971089467
823,136265.0173078042
824,172764.69796333875
825,335348.7987854413
826,258271.66219444506
827,224522.05560067567
828,139255.64833118377
829,212398.59105346623
830,129400.00805362941
831,139100.4470054228
832,156659.7761303845
833,217592.00316437433
834,394779.91042900906
835,253474.2485729158
836,159849.50939015055
837,150427.13010581565
838,154040.15791212977
839,89333.83117618188
840,167045.96235476728
841,216512.42429439988
842,463988.28775990853
843,181618.08439964653
844,128103.3088399026
845,164023.9801225878
846,118513.04647406201
847,415190.69615715824
848,111197.33874254793
849,155951.13831083878
850,108599.33873963056
851,210731.40655440625
852,184266.86217542892
853,124112.46928570492
854,137547.7233477748
855,187290.73325248907
856,152602.69062451628
857,232459.60395768762
858,140504.36535716974
859,123551.3993881362
860,161865.22379376143
861,187079.72892128085
862,153343.53947208662
863,143689.30710246385
864,228518.87041141937
865,143893.70558735073
866,310645.9567076033
867,176281.88286630137
868,133336.11273359114
869,147694.60637906953
870,99350.8603374942
871,285941.7389810978
872,223328.6281069255
873,222795.19993224405
874,371218.6091779742
875,54341.78687578309
876,152208.28318864797
877,126355.17275437346
878,172737.5042945912
879,119642.66684668968
880,150186.36129600878
881,169846.98767500985
882,143606.15418461195
883,143661.0269307771
884,128093.36564785342
885,125697.68526967774
886,175775.4228720249
887,175270.43976984604
888,161089.99570411874
889,104179.89828479712
890,112441.42844549214
891,210555.35971787345
892,287725.8924705035
893,165028.96877870057
894,104582.27164536754
895,146621.9649357946
896,162749.62772296622
897,126948.92543650491
898,177360.16353088987
899,111745.91894407089
900,319239.2094538109
901,261040.7378431733
902,140796.08646524357
903,239658.24887339846
904,139428.6976230975
905,145484.09370816505
906,194195.86641053075
907,575565.171363741
908,132286.11235596708
909,184822.19366641119
910,124130.90938001091
911,227433.28392155588
912,163293.94170679458
913,146877.31835937293
914,219969.0303603256
915,138408.12371156362
916,169063.11779746166
917,185127.69119095738
918,197213.50415521863
919,126047.65598003987
920,156506.09525282634
921,172617.62132722483
922,142206.73113687002
923,418995.8890523978
924,194591.92344222168
925,225965.38323947464
926,209183.82661690784
927,151341.99290364727
928,169453.5539214672
929,244958.54172332297
930,187253.87499857583
931,266296.1641433438
932,144274.1784132058
933,128679.85689866976
934,156576.02361031366
935,302625.3448776655
936,187750.46312612787
937,158425.40551773208
938,128769.37914706758
939,210662.50469013752
940,265110.6376859092
941,288910.54215261823
942,132398.9691159907
943,94816.99865977863
944,158432.06530515137
945,260671.72608176063
946,84251.89695224278
947,176991.1666739831
948,238049.65203317077
949,98221.46160267295
950,131175.2798261674
951,298038.2655851285
952,157448.7442286944
953,200588.5099207533
954,135542.50129442627
955,210483.33031097366
956,85085.40632505175
957,346073.7175337125
958,269282.4184853523
959,183753.25179763304
960,190865.1406356234
961,226233.88602876404
962,193816.17387778775
963,269712.32454617746
964,156582.68606045961
965,179588.98125313423
966,244668.42297578626
967,198415.34603462176
968,92855.79506389826
969,169880.25728972486
970,76247.60784276185
971,114316.84125680827
972,127474.94670824942
973,144560.88002286752
974,247328.77238214144
975,181058.22365366292
976,221943.24079275504
977,171602.2402982485
978,122031.3198295585
979,153865.5157670939
980,208677.57217918074
981,149345.68277140637
982,178592.08301561515
983,130516.84868567783
984,120264.47058840226
985,192198.75699871322
986,104589.28972109187
987,75773.08010218048
988,177904.8059372187
989,170560.61943581712
990,153395.30694671642
991,124947.68827692568
992,222215.23360965707
993,450184.33415171166
994,295842.7825417219
995,146209.5232024088
996,187017.13811126244
997,122281.79860257135
998,162773.53233765057
999,135742.96792931194
1000,152641.9665336306
1001,161965.3836827384
1002,130252.42644309347
1003,140934.63093578766
1004,128914.37400062301
1005,258640.62417771746
1006,197679.7619005341
1007,285460.3720768065
1008,195241.6626764951
1009,198851.65430379708
1010,146355.26038683826
1011,310189.435312217
1012,487651.9007171188
1013,140013.46824909342
1014,151732.7987350132
1015,192518.58205076054
1016,268722.2351188245
1017,204336.20462190433
1018,148407.5070999507
1019,232277.76792240926
1020,191969.44429576222
1021,233884.51414808977
1022,203066.58804405827
1023,168685.9601442259
1024,140620.609012343
1025,115939.75812086435
1026,133298.04967760792
1027,166502.18834684909
1028,204886.97243123665
1029,79831.34756818507
1030,146155.90877871527
1031,379484.1845969857
1032,125410.85253826482
1033,277261.9892070897
1034,135600.6971092834
1035,128955.54353813344
1036,91769.82921486378
1037,106325.94463018188
1038,98534.92702197381
1039,243251.73794827616
1040,142585.1112456469
1041,152477.97674306537
1042,203661.3783727045
1043,160252.19195513387
1044,173465.86179353978
1045,178337.16847559938
1046,199085.73962844026
1047,121066.70755054284
1048,284857.7103659588
1049,163380.75540573752
1050,274046.27954508294
1051,166205.52860210367
1052,113204.23676999407
1053,178024.308762586
1054,213234.07586779728
1055,94932.87447505427
1056,79106.92653624345
1057,337902.1232131731
1058,122026.37462434101
1059,204309.3352294656
1060,218755.6923073122
1061,169915.0031591752
1062,174286.58591578313
1063,295819.89682174916
1064,146401.43018282444
1065,141680.19064633152
1066,140664.10307787562
1067,185756.01805011893
1068,123985.23087304429
1069,195351.53682650276
1070,144278.44289367093
1071,136921.1291774359
1072,152769.87738952276
1073,181650.58102712367
1074,251627.6882669629
1075,343979.6903813668
1076,258194.20046483155
1077,242451.8892415959
1078,201415.65933537137
1079,131767.76877146334
1080,135324.90625266908
1081,296628.31238382834
1082,120245.40866089701
1083,158846.32117765516
1084,114700.44370763213
1085,140093.358924028
1086,183422.89463212003
1087,185426.28398636176
1088,230930.52156368224
1089,497360.44659007614
1090,162721.4278176965
1091,135542.50129442627
1092,346616.9940556863
1093,342036.8763050015
1094,383565.7881874742
1095,171477.38685465872
1096,146131.9140183444
1097,128301.64397375833
1098,204264.93121843855
1099,312822.7891144231
1100,275705.52877826354
1101,146347.91533993464
1102,175307.9772767797
1103,115487.66873462171
1104,159057.89871937048
1105,569962.4220690675
1106,257626.5160112521
1107,242480.63770553004
1108,116017.84803925426
1109,312375.32504064287
1110,169566.2752793297
1111,126854.26850568071
1112,136327.71436037618
1113,130150.47085298355
1114,118203.67808248333
1115,274012.4521595077
1116,189754.42373368426
1117,151673.69961308545
1118,169088.0987348057
1119,202247.55215222907
1120,174740.5117484256
1121,89672.12355942534
1122,95921.37880317752
1123,123685.38784171714
1124,287682.8916892493
1125,517424.52345566923
1126,203839.27470207898
1127,140439.68614680294
1128,266165.35247087746
1129,115291.80438970494
1130,121386.92842522557
1131,340853.8187111829
1132,104210.66554905764
1133,182482.45813375933
1134,159569.52339252518
1135,162891.67573967477
1136,137438.29227997694
1137,151065.34627069795
1138,121372.21801526105
1139,128425.35322047182
1140,162351.20062568597
1141,136410.5709863582
1142,266540.4569605835
1143,184002.50042445352
1144,167046.09005295968
1145,203553.71750049264
1146,168023.28559993912
1147,312106.063168684
1148,167707.43643811689
1149,177798.294579843
1150,184680.80069323492
1151,240846.93406322686
1152,141657.50516323565
1153,83874.58554798682
1154,149150.01946869824
1155,434536.912931989
1156,212264.8893536262
1157,180927.89827589254
1158,260223.07353101525
1159,314265.91528919945
1160,95203.6733482357
1161,148006.11641141245
1162,195170.53846108314
1163,243651.7778067143
1164,258275.13819134788
1165,132188.064219319
1166,203160.68376063797
1167,129721.02128889158
1168,289212.11124099983
1169,143661.6145239408
1170,263423.988568317
1171,122303.93118663701
1172,161687.81648074207
1173,142428.69353220944
1174,90810.07345271655
1175,169253.96030618568
1176,169597.33392512402
1177,113564.4296478274
1178,240451.90651251932
1179,182348.9620083929
1180,127497.14830109969
1181,138603.12690614845
1182,141406.77513502192
1183,142151.88400257964
1184,94734.34031152747
1185,214852.1761130861
1186,166713.10480828752
1187,214977.71403184158
1188,289819.4423978697
1189,186572.86877412832
1190,326583.65516056033
1191,211354.47672049952
1192,489799.9642316472
1193,167574.328166495
1194,183217.09917712005
1195,175137.49366532275
1196,210794.3622295321
1197,209375.11676931582
1198,103086.3331171315
1199,208917.9639650252
1200,185148.39883105192
1201,176521.1897003266
1202,130929.01736632643
1203,200357.5731916623
1204,175942.3330770704
1205,146401.4975227993
1206,190854.06939345726
1207,84455.9180970195
1208,211050.36127346402
1209,158394.63146447204
1210,197755.26793903255
1211,55051.91796180261
1212,177944.8237454434
1213,224114.13142512008
1214,163201.73223212946
1215,323767.5248566555
1216,223784.62250932393
1217,87528.8215394391
1218,164905.79422753918
1219,122410.07187357091
1220,318663.13823079725
1221,288791.85829003324
1222,150022.33066152176
1223,232277.76792240926
1224,198732.93583514247
1225,228300.5893812899
1226,123589.81039881622
1227,135297.80593897562
1228,164660.56588533023
1229,263408.13306213793
1230,111647.38723748994
1231,200474.81767612783
1232,154356.5837539932
1233,165176.93052060658
1234,123597.77940404494
1235,223819.05330106098
1236,154848.83217156414
1237,155408.5021360625
1238,150518.6274823518
1239,120804.60189980062
1240,220614.0474913844
1241,127392.26678164346
1242,312757.1420701719
1243,127785.97450048401
1244,277221.92667211615
1245,230930.52156368224
1246,138574.1172429885
1247,136441.12885724523
1248,160878.92741919207
1249,145052.69204246945
1250,175156.2465890719
1251,221116.49331672542
1252,98701.78527022983
1253,132278.32874933924
1254,302282.5830928475
1255,139562.6005597665
1256,134136.68502284517
1257,192492.48662445124
1258,136148.2935037361
1259,172218.58865351585
1260,293519.7596827573
1261,193194.60201861692
1262,130493.70838900939
1263,53535.62211527152
1264,194615.5882931044
1265,102227.60426336376
1266,182665.88179308843
1267,199471.13391278617
1268,88746.34336109272
1269,178780.05705996323
1270,353121.2068273199
1271,200211.74512891605
1272,100716.72471584263
1273,208917.9639650252
1274,243871.79037167266
1275,112357.34088940035
1276,150237.04278992923
1277,196078.8833274366
1278,218526.56537216617
1279,184608.95925845104
1280,132836.44274434922
1281,122609.33578289904
1282,193838.8383343112
1283,152344.83476178013
1284,167780.0672574062
1285,176927.5923213745
1286,169763.80064463217
1287,86690.06418940192
1288,134537.02706473868
1289,165214.063053153
1290,223870.4368247393
1291,125886.17710417588
1292,183991.2918207025
1293,128309.34374847086
1294,164521.54728136281
1295,160136.56301859595
1296,156415.72812199526
1297,251545.1646058273
1298,212398.42068583032
1299,135689.7455210036
1300,147386.23404024422
1301,180844.945146285
1302,150224.1140328725
1303,267134.13712267636
1304,121808.11906154247
1305,281181.26407662383
1306,123143.12391369663
1307,79831.34756818507
1308,137026.2722457631
1309,142379.2712488916
1310,93874.97653941045
1311,135378.75490555633
1312,189105.42449699875
1313,129778.09990490197
1314,168590.47604785595
1315,139526.5577237655
1316,229859.36933311934
1317,136310.26941979918
1318,182979.13643894967
1319,185477.71927524687
1320,191207.95923911742
1321,184191.47007931324
1322,216782.71420485922
1323,170278.6025336293
1324,198521.88380709203
1325,136869.0798101951
1326,161641.0495164527
1327,127699.33693924904
1328,105928.83026481878
1329,329972.2176309468
1330,312691.052120442
1331,117936.29226410101
1332,151306.25949431927
1333,130266.76131445072
1334,173165.12690893578
1335,140648.6236683443
1336,127804.4809417394
1337,206375.7779440181
1338,277915.83534579485
1339,164892.01931054489
1340,224414.47923863487
1341,206029.93936245676
1342,192178.0905036988
1343,122091.89499048302
1344,354295.64543119154
1345,249113.11169879988
1346,312374.0896585942
1347,127948.51748756357
1348,84663.88785317204
1349,210368.18989404937
1350,137687.43543228388
